title,article,alinea,revisto,validado,law_description,topico,referencia,referencia_incm
 INSCRIÇÃO DE MILITARES, 113,1, , Bruno Vidal,"1. Será inscrito na Caixa o pessoal referido no artigo anterior, com exceção do que se encontre a prestar serviço militar obrigatório, 
nos termos da lei do serviço militar, e dos capelães militares eventuais.",['Serviço Militar'],['112.1']," LEI DO SERVIÇO MILITAR APROVADA PELA LEI N.º 174/99, DE 21 DE SETEMBRO, ALTERADA PELA LEI ORGÂNICA N.º 1/2008, 
DE 6 DE MAIO; REGULAMENTO DA LEI DO SERVIÇO MILITAR, APROVADO PELO DECRETO-LEI N.º 289/2000, DE 14 DE NOVEMBRO, ALTERADO 
PELO DECRETO-LEI N.º 52/2009, DE 2 DE MARÇO; REGIME DE CONTRATO ESPECIAL PARA PRESTAÇÃO DE SERVIÇO MILITAR, APROVADO
PELO DECRETO-LEI N.º 130/2010, DE 14 DE DEZEMBRO."
 INSCRIÇÃO DE MILITARES, 113,2, , Bruno Vidal,2. Na reforma dos capelães militares titulares atender-se-á ao disposto em lei especial.,[' Serviço Militar'],"[' art. 15.º do Decreto-Lei n.º 251/2009', ' de 23 de setembro.']"," DECRETO-LEI N.º 251/2009 DE 23 DE SETEMBRO (REGULA O EXERCÍCIO DA 
ASSISTÊNCIA RELIGIOSA NAS FORÇAS ARMADAS E NAS FORÇAS DE SEGURANÇA)"
 SUBSCRITORES NA RESERVA, 114,1, , Bruno Vidal,"Aos subscritores que passem a receber pensão de reserva continua a ser feito em folha o desconto de quotas para a Caixa sobre o 
quantitativo da mesma pensão, salvo o disposto no n.º 2 do artigo 117.º","['Quota, Pensão de Reserva']",['117.2'],
 TEMPO SEM SERVIÇO, 115,1, , Bruno Vidal,"""Contar-se-á para a reforma, mediante a liquidação das quotas respetivas: a) Como tempo de subscritor, aquele em que o militar, 
reintegrado por revisão de processo disciplinar, esteve compulsivamente afastado do serviço; b) Aos oficiais médicos, veterinários e 
farmacêuticos e outros recrutados por exigência legal entre diplomados com curso superior para os quadros permanentes das 
forças armadas, como acréscimo ao tempo de subscritor, o tempo de duração normal dos respetivos cursos de ensino superior, 
desde que completem, para efeitos de reforma, quinze anos de serviço ativo no respetivo quadro.""","['Tempo de Serviço, Serviço Militar, Reforma dos Militares']",[''],
 RESOLUÇÕES SOBRE CONTAGEM DE TEMPO, 116,1, , Bruno Vidal,"As resoluções sobre contagem de tempo acrescido dos subscritores militares, bem como a forma de desconto das respetivas 
quotas, serão comunicadas pela Caixa às competentes autoridades militares.","['Serviço Militar, Quota']",[''],
 TEMPO DE SERVIÇO NA RESERVA, 117,1, , Bruno Vidal,"1. Aos militares que, na situação de reserva, prestem serviço em comissão militar ou civil, com pagamento de quotas à Caixa sobre 
a remuneração auferida, é também contado para a reforma cada ano completo suscetível de influir na melhoria da respetiva 
pensão de reserva.","['Tempo de Serviço, Serviço Militar, Pensão de Reserva, Quota, Reforma dos Militares']",[''],
 TEMPO DE SERVIÇO NA RESERVA, 117,2, , Bruno Vidal,"2. No caso de exercício de cargo previsto no artigo 122.º, a que corresponda remuneração de montante superior ao da pensão de
reserva, a quota devida incidirá apenas sobre essa remuneração.","['Pensão de Reserva, Quota, Remuneração, Pensão de Reserva']",[' 122 '],
 PASSAGEM DA RESERVA À REFORMA, 120,1, , Bruno Vidal,"1. Na reforma de militares que transitem da situação de reserva, e não reúnam as condições legais para a atualização automática 
das respetivas pensões de reserva ou não hajam completado os requisitos fixados na lei para a revisão dessas pensões, a 
remuneração a considerar para os efeitos do artigo 43.º é a que se encontrar estabelecida à data da passagem à reserva, salvo o 
disposto no n.º 3 do presente artigo. Na determinação da pensão de reforma, aquela remuneração será acrescida das últimas 
diuturnidades vigentes para os militares de igual posto, graduação e quadro do ativo, observando-se ainda as normas estabelecidas 
para a generalidade dos subscritores da Caixa.","['Reforma dos Militares, Pensão de Reserva, Remuneração']","[' 43', ' 120.3']",
 PASSAGEM DA RESERVA À REFORMA, 120,2, , Bruno Vidal,"2. Nos restantes casos, as pensões de reforma serão calculadas nos termos que estiverem estipulados para o cálculo de pensões de
reserva e demais legislação aplicável.","['Reforma dos Militares, Pensão de Reserva', ' Pensão de Reforma']",[''],
 PASSAGEM DA RESERVA À REFORMA, 120,3, , Bruno Vidal,"3. O disposto no número anterior não prejudica a opção pela pensão correspondente à remuneração dos cargos mencionados no 
artigo 122.º ou à média decenal prevista no artigo 51.º, desde que se verifiquem as condições exigidas por um ou outro destes
preceitos.","['Reserva', ' Reforma']","[' 120.2(from)', ' 122', ' 51']",
 PASSAGEM DA RESERVA À REFORMA, 120,4, , Bruno Vidal,"4. Os factos anteriores à concessão da pensão de reserva não podem ser considerados para a reforma, se não constarem do 
processo de passagem à reserva, salvo o caso de contagem de tempo de serviço acrescido ao de subscritor.","['Pensão de Reforma, Reforma dos Militares']",[''],
 BASE DO CÁLCULO DA PENSÃO, 121,1, , Bruno Vidal,"1. Sem prejuízo do disposto no artigo 51.º, o cálculo da pensão de reforma tem por base as remunerações de carácter permanente 
referidas nos artigos 47.º e 48.º, que correspondam ao último posto no ativo.",['Cálculo da Pensão'],"['51', ' 47', ' 48']",
 BASE DO CÁLCULO DA PENSÃO, 121,2, , Bruno Vidal,"2. Consideram-se abrangidas nas remunerações a que se refere o n.º 1 as gratificações de serviço de imersão e de serviço de 
mergulhador recebidas pelo pessoal especializado que tenha servido, respetivamente, nas guarnições dos submarinos ou como 
mergulhador da Armada, as quais serão tomadas nos quantitativos correspondentes ao último posto em que esse serviço tenha 
sido prestado, com redução a 80%, arredondada para a centena de escudos imediatamente superior, no caso da gratificação do 
serviço de imersão.",['Cálculo da Pensão'],[' 121.1(from)'],
 BASE DO CÁLCULO DA PENSÃO, 121,3, , Bruno Vidal,"3. Para o pessoal especializado que tenha servido na Marinha, no Exército e na Força Aérea, à pensão calculada nos termos do n.º 1 será 
adicionada uma parcela de montante igual à 36.ª parte do montante da gratificação de serviço aéreo, do suplemento de serviço aéreo, da 
gratificação de serviço paraquedista ou do suplemento de serviço aerotransportado, no quantitativo correspondente ao último posto em que 
esse serviço foi prestado, multiplicado pela expressão em anos do número de meses de serviço, incluindo as percentagens legais de aumento, 
em que foi exercida a atividade inerente ao abono dessa gratificação ou suplemento, considerando-se esse tempo até ao limite de 36 anos e 
a gratificação ou suplemento até ao quantitativo correspondente ao menor valor atribuído a oficial-general na efetividade de serviço.","['Serviço Militar, Cálculo de Pensão']",['121.1'],
 PENSÃO COM BASE EM OUTRO CARGO, 122,1, , Bruno Vidal,"O militar dos quadros permanentes que esteja a exercer continuadamente, nos últimos dois anos, cargo considerado de comissão 
normal pela legislação militar ou, a titulo definitivo, cargo civil poderá optar pela pensão de reforma que corresponda à 
remuneração permanente de qualquer desses cargos, desde que os mesmos confiram direito de aposentação.","['Serviço Militar, Reforma dos Militares, Acumulação de Cargos']",[''],
 REDUÇÃO DA PENSÃO, 124,1, , Bruno Vidal,"A pensão será reduzida de acordo com o disposto no artigo 56.º somente no caso de mudança de situação imposta nos termos da 
alínea d) do n.º 1 do artigo 118.º",['Alteração da Pensão'],"[' 56', ' 118.1']",
 SEPARAÇÃO DE SERVIÇO, 125,1, , Bruno Vidal,Os militares separados do serviço estão sujeitos às restrições estabelecidas pelas leis militares para essa situação.,['Serviço Militar'],[''],
 VIGÊNCIA E APLICAÇÃO DO ESTATUTO, 132,1, , Bruno Vidal,"1. O presente Estatuto entra em vigor em 1 de janeiro de 1973 e é aplicável, sem prejuízo do disposto no artigo 43.º, aos processos 
pendentes.",['Vigência.'],[' 43'],
 VIGÊNCIA E APLICAÇÃO DO ESTATUTO, 132,2, , Bruno Vidal,"2. No caso de alteração de prazos em curso, observar-se-á o disposto na lei civil.","['Vigência', ' Prazos']",[''],
 SUBSISTÊNCIA DE RESOLUÇÕES, 133,1, , Bruno Vidal,"1. Não são prejudicadas pelo disposto neste diploma as resoluções através das quais a Caixa haja reconhecido direitos de inscrição 
ao abrigo do Decreto-Lei n.º 46307, de 27 de abril de 1965, e bem assim as liquidações de quotas, juros, indemnizações e outros 
encargos já descontados em folha pelos serviços competentes ou que tenham sido objeto de resolução da mesma Caixa embora 
não esteja ainda iniciado o respetivo pagamento.","['Validade das Resoluções', ' Quota', ' Inscrição']","[' Decreto-Lei n.º 46307', ' de 27 de abril de 1965']",
 SUBSISTÊNCIA DE RESOLUÇÕES, 133,2, , Bruno Vidal,"2. Subsiste igualmente inscrição dos subscritores exonerados dos seus cargos, que se haja mantido por virtude do disposto no 
artigo 187.º do Decreto-Lei n.º 35108, de 7 de novembro do 1945.","['validade das Resoluções', ' Inscrição']","[' artigo 187.º do Decreto-Lei n.º 35108', ' de 7 de novembro do 1945']",
 SUBSISTÊNCIA DA QUOTA ANTERIOR, 134,1, , Bruno Vidal,"A quota dos subscritores inscritos anteriormente a 1 de outubro de 1954 mantém-se em 5 por cento, se a sua remuneração base 
não excede 1200$00 por mês.",[' Validade da quota anterior'],[''],
 QUOTA ANTERIOR DE MILITARES NA RESERVA, 135,1, , Bruno Vidal,"Os militares na situação de reserva continuam sujeitos ao desconto, quando devido, da quota de 4 por cento, relativamente ao 
tempo de serviço anterior à data da elevação dessa taxa, se a respetiva pensão tiver sido definitivamente fixada antes da mesma 
data.","['Serviço Militar', ' Quota']",[''],
 ACRÉSCIMO À PENSÃO DE REFORMA, 136,1, , Bruno Vidal,"1. A pensão de reforma é acrescida de 0,14 por cento relativamente a cada período de trinta dias de serviço prestado em 
campanha ou no ultramar, até à data em que foi imposta a obrigação legal de desconto de quotas para a Caixa.",['Reforma dos Militares'],[''],
 ACRÉSCIMO À PENSÃO DE REFORMA, 136,2, , Bruno Vidal,"2. O acréscimo não excederá, todavia, 25% da remuneração considerada para o cálculo da pensão e o total desta não poderá 
ultrapassar o montante da que caberia ao subscritor com base em 36 anos de serviço.","[' Cálculo da Pensão, Reforma dos Militares']",[''],
 ABONO DOS APOSENTADOS EM SERVIÇO, 137,1, ,,"O disposto no artigo 79.º não prejudica o regime de abonos dos aposentados que à data da entrada em vigor do presente diploma
já se encontram em exercício de funções.",[' Abonos'],[' 79'],
 CONTRIBUIÇÃO DO ESTADO PARA A CAIXA, 139,1, , Bruno Vidal,"O Estado contribuirá anualmente para a Caixa Geral de Aposentações com a quantia necessária para assegurar o equilíbrio 
financeiro da instituição, inscrevendo a verba respetiva no orçamento de despesa do Ministério das Finanças.",[' Contribuição do Estado'],[''],
 DÍVIDAS DOS CORPOS ADMINISTRATIVOS, 140,1, , Bruno Vidal,"As dívidas dos corpos administrativos à Caixa Geral de Aposentações quando não sejam satisfeitas voluntariamente, serão 
cobradas, a requisição da mesma Caixa, através da Direcção-Geral da Fazenda Pública, por meio de desconto nas percentagens 
adicionais às e impostos do Estado.",['Dívida'],[''],
 LEGISLAÇÃO REVOGADA, 141,1, , Bruno Vidal,"de 1937; o Decreto-Lei n.º 30913, de 23 de novembro de 1940; o Decreto-Lei n.º 31672, de 22 de novembro de 1941; o Decreto-Lei n.º 32691, de 20 de fevereiro de 1943, com exceção 
dos artigos 20.º e seu §2.º, 21.º, 22.º, na parte relativa ao Montepio dos Servidores do Estado, 24.º e seguintes; o Decreto-Lei n.º 33477, de 30 de dezembro de 1943; o Decreto-Lei n.º 
33540, de 21 de fevereiro de 1944; o Decreto-Lei n.º 36610, de 24 de novembro de 1947, com exceção do artigo 13.º, na parte relativa ao Montepio dos Servidores do Estado, do corpo do 
artigo 17.º e dos artigos 18.º, 22.º, na parte respeitante ao mesmo Montepio, 25.º e 26.º; o Decreto-Lei n.º 37618, de 17 de novembro de 1949; o Decreto-Lei n.º 38385, de 8 de agosto de 
1951; os artigos 12.º o 13.º do Decreto-Lei n.º 38523, de 23 de novembro de 1951; o Decreto-Lei n.º 39843, de 7 de outubro do 1954, com exceção do artigo 5.º, do n.º 3 do artigo 6.º e 
dos artigos 7.º e 10.º; o Decreto-Lei n.º 41387, de 22 de novembro de 1957; o artigo 1.º do Decreto-Lei n.º 42880, de 21 de março de 1960, na parte respeitante ao pessoal que seja 
subscritor da Caixa; o Decreto-Lei n.º 45684, de 27 de abril de 1964, com exceção do artigo 4.º e seu §2.º e artigos seguintes; o Decreto-Lei n.º 46046, de 27 de novembro de 1964; b) As 
leis gerais e especiais anteriores sobre as matérias abrangidas pelas disposições deste Estatuto, com ressalva da legislação especial a que nas mesmas disposições se faça referência.",['Legislação Revogada'],[''],"1. Ficam revogados, a partir da data da entrada em vigor do presente estatuto: a) O Decreto n.º 16669, de 27 de Março de 1929; o Decreto n.º 19468, de 16 de março de 1931; o Decreto 
n.º 21890, de 22 de novembro de 1932, com exceção do corpo do artigo 1.º, das alíneas a) e b) do artigo 2.º e do artigo 3.º; o Decreto-Lei n.º 24824, de 29 de dezembro de 1934; o 
Decreto-Lei n.º 25866, de 21 de Setembro de 1935; o Decreto-Lei n.º 26503, de 6 de abril de 1936; o Decreto n.º 26880, de 13 de agosto de 1936; o Decreto-Lei n.º 27586, de 18 de março 
de 1937; o Decreto-Lei n.º 30913, de 23 de novembro de 1940; o Decreto-Lei n.º 31672, de 22 de novembro de 1941; o Decreto-Lei n.º 32691, de 20 de fevereiro de 1943, com exceção "
 LEGISLAÇÃO REVOGADA, 141,2, , Bruno Vidal,"2. Mantêm-se em vigor os preceitos especiais sobre a aplicação sucessiva de diferentes regimes de aposentação, nomeadamente 
quanto à contagem de tempo de serviço, à dispensa do pagamento das respetivas quotas e ao regime decorrente da 
responsabilidade e das autarquias locais e outras entidades por encargos com a aposentação do seu pessoal.","['Preceitos Especiais', ' Disposições Especiais', ' Normas Especiais', ' Regimes Especiais']",[''],
 MODIFICAÇÕES AO ESTATUTO, 142,1, , Bruno Vidal,"1. As disposições que de futuro se publicarem sobre matéria abrangida no presente Estatuto deverão, depois de ouvida, a 
administração da Caixa, ser nele inseridas no lugar próprio, por substituição, supressão ou adicionamento dos respetivos preceitos.","['Atualização', ' Consolidação']",[''],
 MODIFICAÇÕES AO ESTATUTO, 142,2, , Bruno Vidal,"2. As taxas mencionadas no n.º 1 do artigo 93.º, no n.º 2 do artigo 95.º, no n.º 3 do artigo 104.º e no n.º 2 do artigo 107.º poderão 
ser revistas mediante portaria do Ministro das Finanças.",['Taxas'],"['93.1', ' 95.2', ' 104.3', ' 107.2']",
 RESOLUÇÃO GENÉRICA DE DÚVIDAS, 143,1, , Bruno Vidal,"Compete ao Ministro das Finanças, ouvida a administração da Caixa ou mediante proposta fundamentada desta, resolver, por 
despacho genérico, as dúvidas que se suscitarem na aplicação do presente diploma ou de quaisquer preceitos legais sobre matéria 
de aposentações.",['Esclarecimento de Dúvidas'],[''],
